Machine_ID,Density_Overload,Abnormal_Flow_Rate,Heat_Flow,Asset_Integrity,Temperature_Differential,Volumetric_Flow_Rate,Tangential_Stress,Duct_Lengths_in_Units,Fault_in_last_Month,Avg_hours_in_Use,Pressure_Alarm,Inclination_Angle,Location_Fault_Code,Operating_Pressure_above_Normal,Vandalism_Reports,Compression_Ratio,Multiple_Connects,Water_Exposure_units,Humidity_Factor,Cathodic_Protection,Pressure_Class,District,Latitude,Longitude,Failure_NextHour
136089,2271,0,2271,777240,112,469,462,956,0,636,0,17,131,6,0,2,153,662,127,1,0,Dhoby Ghaut,"1,3","103,85",0
137851,3092,0,3092,777240,363,463,462,2055,0,633,1,29,10,17,0,1,233,1234,127,1,1,Woodgrove,"1,43","103,78",0
182750,3092,0,3092,777240,363,463,462,2055,0,633,1,29,10,17,0,1,233,1234,127,1,1,Loyang,"1,37","103,97",0
183054,2271,0,2271,777240,112,469,462,956,0,636,0,17,131,6,0,2,153,662,127,1,0,Pasir Laba,"1,33","103,67",0
183678,1466,0,1466,777240,126,444,462,505,0,588,0,32,133,7,0,2,148,582,127,1,0,Choa Chu Kang,"1,38","103,75",0
185358,4277,0,4278,777240,6082,415,462,2392,0,524,1,32,93,5,0,2,798,2246,127,1,1,St Michael's,"1,33","103,86",0
187966,5430,0,5430,777240,194,495,462,452,0,643,1,19,258,7,4,2,193,1340,127,1,1,Ayer Rajah,"1,27","103,85",0
190542,3397,0,3397,777240,178,451,462,1281,0,691,0,15,120,8,0,2,181,891,127,1,0,Bukit Batok,"1,36","103,76",0
190543,3397,0,3397,777240,178,451,462,1281,0,691,0,15,120,8,0,2,181,891,127,1,0,Pioneer Sector,"1,29","103,67",0
115494,0,0,0,0,0,490,462,267,0,808,0,24,0,10,0,0,0,0,1,1,0,Orchard Road,"1,3","103,85",0
166617,0,0,0,0,0,433,462,3504,0,584,0,24,0,11,0,0,0,0,1,1,0,Marina East,"1,29","103,87",0
181808,0,0,0,0,0,433,462,3504,0,584,0,24,0,11,0,0,0,0,1,1,0,Buangkok,"1,38","103,89",0
184473,0,0,0,0,0,490,462,267,0,808,0,24,0,10,0,0,0,0,1,1,0,Marina South,"1,28","103,87",0
7656,1616,0,1616,783360,322,425,461,677,3,621,1,26,116,7,0,1,63,628,128,1,1,Marsiling,"1,43","103,77",0
37092,1852,0,1852,783360,277,463,461,699,0,690,0,51,125,22,0,1,56,482,128,1,0,Telok Blangah,"1,27","103,81",0
39198,3331,0,3331,783360,873,451,461,1232,0,637,2,46,285,9,20,3,401,1964,128,1,1,Teck Ghee,"1,37","103,85",0
121115,2267,1,2268,783360,407,489,461,1078,0,611,0,7,132,5,0,2,78,477,128,1,1,Boon Lay,"1,34","103,71",0
184074,2267,1,2268,783360,407,489,461,1078,0,611,0,7,132,5,0,2,78,477,128,1,1,Bukit Timah,"1,35","103,78",0
188346,3331,0,3331,783360,873,451,461,1232,0,637,2,46,285,9,20,3,401,1964,128,1,1,Hillview,"1,36","103,77",0
188536,1852,0,1852,783360,277,463,461,699,0,690,0,51,125,22,0,1,56,482,128,1,0,Bukit Merah,"1,35","103,82",0
36737,2279,0,2279,777240,497,518,461,1024,0,597,0,182,244,19,2,2,88,572,127,1,0,Sin Ming,"1,36","103,83",0
44684,1547,0,1547,777240,866,473,461,491,0,770,0,58,145,8,0,2,45,308,127,1,0,Simei,"1,34","103,95",0
46315,5782,0,5782,777240,186,493,461,477,0,659,0,16,261,8,4,2,171,1282,127,1,0,Marsiling,"1,43","103,77",0
106468,2590,0,2591,777240,1782,422,461,1600,0,477,1,16,81,37,0,2,268,1452,127,1,1,Seletar,"1,41","103,87",0
106469,2590,0,2591,777240,1782,422,461,1600,0,477,1,16,81,37,0,2,268,1452,127,1,1,Pulau Tekong,"1,41","104,04",0
185727,2590,0,2591,777240,1782,422,461,1600,0,477,1,16,81,37,0,2,268,1452,127,1,1,Queenstown,"1,29","103,79",0
191889,258,0,258,783360,25,20,36,81,0,51,0,3,0,1,0,0,6,70,128,1,0,Labrador Park,"1,27","103,8",1
192191,470,0,470,783360,83,36,36,224,0,49,0,6,0,2,0,1,4,134,128,1,0,Chin Bee,"1,34","103,72",1
192192,470,0,470,783360,83,36,36,224,0,49,0,6,0,2,0,1,4,134,128,1,0,Marina South,"1,28","103,87",1
193608,498,0,498,783360,35,40,36,180,0,57,0,2,58,3,0,1,18,105,128,1,0,Pasir Panjang,"1,28","103,79",1
193686,686,0,686,783360,48,43,36,253,0,55,0,3,59,2,0,1,93,216,128,1,0,Bukit Brown,"1,33","103,83",1
193939,277,0,277,783360,29,36,36,87,0,62,0,2,0,1,0,1,2,45,128,1,0,Kebun Baru,"1,37","103,84",1
193940,277,0,277,783360,29,36,36,87,0,62,0,2,0,1,0,1,2,45,128,1,0,Bukit Merah,"1,35","103,82",1
193957,646,0,646,783360,69,47,36,290,0,44,0,7,6,0,0,1,34,191,128,1,0,Anson Road,"1,27","103,84",1
193958,646,0,646,783360,69,47,36,290,0,44,0,7,6,0,0,1,34,191,128,1,0,Pasir Laba,"1,33","103,67",1
194527,185,0,185,783360,18,32,36,107,3,60,0,2,0,1,0,1,34,53,128,1,0,Bartley,"1,34","103,88",1
197039,874,0,874,783360,54,45,36,281,0,74,0,5,0,2,0,2,2,357,128,1,0,Kallang Bahru,"1,32","103,87",1
197040,874,0,874,783360,54,45,36,281,0,74,0,5,0,2,0,2,2,357,128,1,0,Jurong Central,"1,34","103,74",1
185728,2590,0,2591,777240,1782,422,461,1600,0,477,1,16,81,37,0,2,268,1452,127,1,1,Toh Tuck,"1,34","103,77",0
187963,5782,0,5782,777240,186,493,461,477,0,659,0,16,261,8,4,2,171,1282,127,1,0,Innova,"1,43","103,79",0
188086,1547,0,1547,777240,866,473,461,491,0,770,0,58,145,8,0,2,45,308,127,1,0,Bukit Batok,"1,36","103,76",0
188661,2279,0,2279,777240,497,518,461,1024,0,597,0,182,244,19,2,2,88,572,127,1,0,Hougang,"1,36","103,89",0
18737,0,0,0,0,0,308,461,1553,0,196,0,20,0,32,0,0,0,0,1,1,0,Pasir Panjang,"1,28","103,79",0
115967,0,0,0,0,0,491,461,324,1,681,0,21,0,8,0,0,0,0,1,1,0,Commonwealth,"1,3","103,8",0
146754,0,0,0,0,0,435,461,1170,0,651,1,23,0,21,0,0,0,0,1,1,1,Kent Ridge,"1,29","103,78",0
169979,0,0,0,0,0,461,461,1329,0,732,1,11,0,11,0,0,0,0,1,1,1,Tai Seng,"1,34","103,89",0
174909,0,0,0,0,0,455,461,630,0,559,0,46,0,31,0,0,0,0,1,1,0,Aljunied,"1,32","103,88",0
181092,0,0,0,0,0,455,461,630,0,559,0,46,0,31,0,0,0,0,1,1,0,Pasir Ris,"1,37","103,95",0
181319,0,0,0,0,0,461,461,1329,0,732,1,11,0,11,0,0,0,0,1,1,1,Cairnhill,"1,31","103,84",0
182349,0,0,0,0,0,435,461,1170,0,651,1,23,0,21,0,0,0,0,1,1,1,Sin Ming,"1,36","103,83",0
184324,0,0,0,0,0,491,461,324,1,681,0,21,0,8,0,0,0,0,1,1,0,Dover,"1,31","103,78",0
189270,0,0,0,0,0,308,461,1553,0,196,0,20,0,32,0,0,0,0,1,1,0,Serangoon,"1,36","103,87",0
3910,3186,0,3186,783360,110,497,460,453,0,811,0,13,38,7,0,1,187,870,128,1,0,Boon Keng,"1,32","103,86",0
10456,2941,0,2941,783360,144,388,460,1239,0,583,0,10,141,15,0,2,166,780,128,1,0,Bukit Ho Swee,"1,29","103,83",0
118798,1859,0,1859,783360,87,573,460,744,0,697,1,31,161,3,1,2,176,587,128,1,1,Thomson,"1,33","103,84",0
118799,1859,0,1859,783360,87,573,460,744,0,697,1,31,161,3,1,2,176,587,128,1,1,Fidelio Estate,"1,35","103,82",0
184285,1859,0,1859,783360,87,573,460,744,0,697,1,31,161,3,1,2,176,587,128,1,1,Marina South,"1,28","103,87",0
184286,1859,0,1859,783360,87,573,460,744,0,697,1,31,161,3,1,2,176,587,128,1,1,Little India,"1,31","103,85",0
190449,2941,0,2941,783360,144,388,460,1239,0,583,0,10,141,15,0,2,166,780,128,1,0,HarbourFront,"1,27","103,82",0
10393,2847,0,2847,777240,120,429,460,1026,0,727,0,25,35,8,0,1,90,708,127,1,0,Lorong Halus,"1,39","103,92",0
10435,3017,0,3017,777240,254,498,460,1177,0,699,0,15,106,11,0,1,100,728,127,1,0,Sennett Estate,"1,35","103,82",0
108670,5751,8,5759,777240,6118,444,460,2557,1,485,1,37,167,10,1,2,481,3433,127,1,1,Pandan Valley,"1,32","103,78",0
108811,5118,2,5120,777240,6118,504,460,2689,0,506,1,15,290,15,31,3,843,2728,127,1,1,Marine Parade,"1,3","103,9",0
126789,1440,0,1440,777240,102,429,460,486,0,598,1,30,133,7,0,2,149,539,127,1,1,Simpang,"1,44","103,85",0
183571,1440,0,1440,777240,102,429,460,486,0,598,1,30,133,7,0,2,149,539,127,1,1,Nanyang,"1,35","103,69",0
185482,5751,8,5759,777240,6118,444,460,2557,1,485,1,37,167,10,1,2,481,3433,127,1,1,Buangkok,"1,38","103,89",0
185516,5118,2,5120,777240,6118,504,460,2689,0,506,1,15,290,15,31,3,843,2728,127,1,1,Pasir Ris,"1,37","103,95",0
190428,3017,0,3017,777240,254,498,460,1177,0,699,0,15,106,11,0,1,100,728,127,1,0,Woodgrove,"1,43","103,78",0
190583,2847,0,2847,777240,120,429,460,1026,0,727,0,25,35,8,0,1,90,708,127,1,0,Holland Village,"1,31","103,8",0
5465,0,0,0,0,0,458,460,434,7,641,0,34,0,10,0,0,0,0,1,1,0,Bedok Reservoir,"1,34","103,92",0
115443,0,0,0,0,0,490,460,341,0,592,0,29,0,6,0,0,0,0,1,1,0,Gek Poh Ville,"1,35","103,7",0
191896,493,0,493,783360,106,35,35,208,0,54,0,3,0,1,0,1,12,153,128,1,0,Pulau Ubin,"1,41","103,96",1
193833,676,0,676,783360,105,58,35,279,0,60,0,7,22,2,0,1,47,159,128,1,0,Frankel Estate,"1,32","103,92",1
194883,87,0,87,783360,18,22,35,28,4,15,0,1,94,1,0,1,0,5,128,1,0,Boon Keng,"1,32","103,86",1
194996,121,0,121,783360,56,25,35,60,13,17,0,0,122,0,0,1,0,0,128,1,0,Marina Centre,"1,28","103,85",1
115757,0,0,0,0,0,520,460,355,0,683,0,22,0,6,0,0,0,0,1,1,0,Marsiling,"1,43","103,77",0
147016,0,0,0,0,0,389,460,1500,0,481,0,15,0,9,0,0,0,0,1,1,0,Tuas Link,"1,32","103,66",0
164567,0,0,0,0,0,415,460,1516,0,554,0,36,0,15,0,0,0,0,1,1,0,Bartley,"1,34","103,88",0
169739,0,0,0,0,0,455,460,1657,0,690,0,14,0,4,0,0,0,0,1,1,0,Jurong Central,"1,34","103,74",0
174862,0,0,0,0,0,448,460,712,0,588,0,34,0,22,0,0,0,0,1,1,0,Marina East,"1,29","103,87",0
181084,0,0,0,0,0,448,460,712,0,588,0,34,0,22,0,0,0,0,1,1,0,one-North,"1,3","103,79",0
181505,0,0,0,0,0,455,460,1657,0,690,0,14,0,4,0,0,0,0,1,1,0,Esplanade,"1,29","103,86",0
181840,0,0,0,0,0,415,460,1516,0,554,0,36,0,15,0,0,0,0,1,1,0,Little India,"1,31","103,85",0
182372,0,0,0,0,0,389,460,1500,0,481,0,15,0,9,0,0,0,0,1,1,0,Tuas Link,"1,32","103,66",0
184471,0,0,0,0,0,490,460,341,0,592,0,29,0,6,0,0,0,0,1,1,0,Marina Bay,"1,28","103,85",0
184495,0,0,0,0,0,520,460,355,0,683,0,22,0,6,0,0,0,0,1,1,0,Serangoon Gardens,"1,36","103,87",0
62693,1111,0,1111,783360,61,411,459,223,0,655,0,12,130,6,0,1,37,382,128,1,0,Kent Ridge,"1,29","103,78",0
108744,7280,103,7383,783360,6019,369,459,2432,4,421,5,30,159,15,1,2,441,4096,128,1,1,Emerald Hill,"1,31","103,84",0
125526,1610,0,1610,783360,317,425,459,682,0,612,0,17,124,7,0,1,121,504,128,1,0,Sengkang,"1,39","103,89",0
137719,2213,0,2213,783360,196,467,459,856,0,841,0,42,9,14,0,1,192,989,128,1,0,Hougang,"1,36","103,89",0
182888,2213,0,2213,783360,196,467,459,856,0,841,0,42,9,14,0,1,192,989,128,1,0,Cheng San,"1,37","103,89",0
183819,1610,0,1610,783360,317,425,459,682,0,612,0,17,124,7,0,1,121,504,128,1,0,Clarke Quay,"1,29","103,84",0
185336,7280,103,7383,783360,6019,369,459,2432,4,421,5,30,159,15,1,2,441,4096,128,1,1,Somapah,"1,34","103,96",0
187077,1111,0,1111,783360,61,411,459,223,0,655,0,12,130,6,0,1,37,382,128,1,0,Chong Pang,"1,43","103,83",0
4234,3109,0,3109,777240,108,453,459,611,0,656,0,16,33,5,0,1,156,825,127,1,0,Dhoby Ghaut,"1,3","103,85",0
119102,1855,0,1855,777240,95,497,459,798,0,620,0,25,152,4,0,2,152,585,127,1,0,Bukit Timah,"1,35","103,78",0
184160,1855,0,1855,777240,95,497,459,798,0,620,0,25,152,4,0,2,152,585,127,1,0,Paya Lebar,"1,32","103,89",0
2513,1584,0,1584,783360,98,417,458,572,0,559,0,10,126,16,0,1,58,483,128,1,0,Bukit Purmei,"1,27","103,83",0
191841,283,0,283,783360,32,33,34,97,0,46,0,5,0,1,0,0,5,37,128,1,0,Tiong Bahru,"1,29","103,83",1
193538,621,0,621,783360,71,37,34,231,0,44,0,2,49,1,0,1,73,169,128,1,0,Tanjong Pagar,"1,28","103,85",1
193752,379,0,379,783360,29,30,34,128,0,43,0,9,5,0,0,1,21,72,128,1,0,Bedok Town Park,"1,34","103,94",1
194735,96,0,96,783360,34,22,34,37,22,9,1,0,120,0,0,1,1,1,128,1,1,one-North,"1,3","103,79",1
196800,899,0,899,783360,65,41,34,272,0,56,0,11,0,3,0,2,9,350,128,1,0,Paya Lebar,"1,32","103,89",1
10400,2876,0,2876,783360,283,450,458,1137,0,723,0,26,61,5,0,1,126,717,128,1,0,Labrador Park,"1,27","103,8",0
55558,1677,0,1677,783360,97,417,458,667,0,564,0,37,125,10,0,2,39,467,128,1,0,Elias,"1,38","103,94",0
114312,3707,0,3707,783360,243,519,458,348,0,676,0,34,151,7,0,2,273,1039,128,1,0,Hume Estate,"1,35","103,82",0
119273,1717,0,1717,783360,109,499,458,655,0,699,1,45,148,8,0,2,172,498,128,1,1,Bedok Town Park,"1,34","103,94",0
184185,1717,0,1717,783360,109,499,458,655,0,699,1,45,148,8,0,2,172,498,128,1,1,Admiralty,"1,44","103,8",0
184559,3707,0,3707,783360,243,519,458,348,0,676,0,34,151,7,0,2,273,1039,128,1,0,Yew Tee,"1,4","103,75",0
187513,1677,0,1677,783360,97,417,458,667,0,564,0,37,125,10,0,2,39,467,128,1,0,Kent Ridge,"1,29","103,78",0
190590,2876,0,2876,783360,283,450,458,1137,0,723,0,26,61,5,0,1,126,717,128,1,0,Kebun Baru,"1,37","103,84",0
10644,2617,0,2617,777240,120,427,458,1583,0,553,0,17,105,10,0,1,123,763,127,1,0,Hume Estate,"1,35","103,82",0
36887,1812,0,1812,777240,838,443,458,823,0,551,0,37,134,12,0,1,69,488,127,1,0,Nanyang,"1,35","103,69",0
53538,1405,0,1405,777240,415,441,458,463,0,723,0,23,252,5,0,2,26,380,127,1,0,Ang Mo Kio,"1,37","103,85",0
106813,2395,0,2395,777240,940,397,458,1670,0,391,1,23,127,21,0,2,281,1647,127,1,1,Buangkok,"1,38","103,89",0
118648,1973,0,1973,777240,281,454,458,927,0,713,0,29,140,5,0,2,228,777,127,1,0,Dhoby Ghaut,"1,3","103,85",0
125104,1677,0,1677,777240,499,506,458,678,0,650,1,10,141,3,0,2,109,508,127,1,1,Potong Pasir,"1,33","103,87",0
126960,1347,0,1347,777240,69,479,458,363,0,793,0,18,127,8,0,1,160,407,127,1,0,Kallang Basin,"1,32","103,87",0
137359,2380,0,2380,777240,176,471,458,1243,0,833,0,49,20,12,0,1,268,1117,127,1,0,HarbourFront,"1,27","103,82",0
182959,2380,0,2380,777240,176,471,458,1243,0,833,0,49,20,12,0,1,268,1117,127,1,0,Rochor,"1,31","103,87",0
183442,1347,0,1347,777240,69,479,458,363,0,793,0,18,127,8,0,1,160,407,127,1,0,Boon Lay,"1,34","103,71",0
193196,348,0,348,783360,29,34,33,237,0,50,0,10,0,1,0,1,13,74,128,1,0,Shunfu Estate,"1,35","103,84",1
193682,773,0,773,783360,52,34,33,297,0,37,0,7,49,3,0,1,83,237,128,1,0,Toh Tuck,"1,34","103,77",1
193785,554,0,554,783360,47,34,33,266,0,36,0,1,5,3,0,1,71,186,128,1,0,Woodlands,"1,44","103,79",1
194664,320,0,320,783360,32,30,33,239,0,38,0,1,3,2,0,1,47,123,128,1,0,Potong Pasir,"1,33","103,87",1
195108,93,0,93,783360,17,26,33,32,5,14,0,0,97,0,0,1,2,1,128,1,0,Kallang Basin,"1,32","103,87",1
195178,87,0,87,783360,54,19,33,32,5,11,0,1,98,1,0,1,2,9,128,1,0,Ghim Moh,"1,31","103,79",1
183922,1677,0,1677,777240,499,506,458,678,0,650,1,10,141,3,0,2,109,508,127,1,1,Buona Vista,"1,31","103,79",0
184125,1973,0,1973,777240,281,454,458,927,0,713,0,29,140,5,0,2,228,777,127,1,0,Joo Koon,"1,33","103,68",0
185744,2395,0,2395,777240,940,397,458,1670,0,391,1,23,127,21,0,2,281,1647,127,1,1,Pulau Tekong,"1,41","104,04",0
187482,1405,0,1405,777240,415,441,458,463,0,723,0,23,252,5,0,2,26,380,127,1,0,Bukit Gombak,"1,36","103,75",0
188686,1812,0,1812,777240,838,443,458,823,0,551,0,37,134,12,0,1,69,488,127,1,0,Serangoon Gardens,"1,36","103,87",0
190422,2617,0,2617,777240,120,427,458,1583,0,553,0,17,105,10,0,1,123,763,127,1,0,Bencoolen,"1,3","103,85",0
33131,0,0,0,0,0,374,458,1339,0,444,1,33,0,24,0,0,0,0,1,1,1,Geylang East,"1,32","103,89",0
69162,0,0,0,0,0,398,458,470,0,378,0,20,0,12,0,0,0,0,1,1,0,Lim Chu Kang,"1,43","103,72",0
147249,0,0,0,0,0,373,458,1570,0,531,0,23,0,19,0,0,0,0,1,1,0,Aljunied,"1,32","103,88",0
159451,0,0,0,0,0,432,458,874,0,516,2,31,0,10,0,0,0,0,1,1,1,Bartley,"1,34","103,88",0
166909,0,0,0,0,0,488,458,2118,0,644,0,26,0,12,0,0,0,0,1,1,0,Buangkok,"1,38","103,89",0
181713,0,0,0,0,0,488,458,2118,0,644,0,26,0,12,0,0,0,0,1,1,0,Tampines,"1,35","103,96",0
182038,0,0,0,0,0,432,458,874,0,516,2,31,0,10,0,0,0,0,1,1,1,Cairnhill,"1,31","103,84",0
182502,0,0,0,0,0,373,458,1570,0,531,0,23,0,19,0,0,0,0,1,1,0,Telok Blangah,"1,27","103,81",0
186880,0,0,0,0,0,398,458,470,0,378,0,20,0,12,0,0,0,0,1,1,0,Ayer Rajah,"1,27","103,85",0
188912,0,0,0,0,0,374,458,1339,0,444,1,33,0,24,0,0,0,0,1,1,1,Marsiling,"1,43","103,77",0
10574,2463,0,2463,783360,697,386,457,1482,0,546,0,17,130,12,0,1,134,651,128,1,0,Aljunied,"1,32","103,88",0
49990,3095,0,3095,783360,250,437,457,836,0,666,0,30,129,11,0,1,102,840,128,1,0,Mount Vernon,"1,34","103,88",0
106982,2794,0,2794,783360,2427,421,457,1919,0,427,0,17,151,13,2,2,345,1953,128,1,0,Serangoon North,"1,36","103,87",0
118713,1743,0,1743,783360,82,447,457,746,0,586,0,17,134,7,0,1,120,521,128,1,0,Sin Ming,"1,36","103,83",0
126878,1430,0,1430,783360,76,437,457,477,1,585,0,8,114,12,0,2,116,427,128,1,0,Pulau Tekong,"1,41","104,04",0
183425,1430,0,1430,783360,76,437,457,477,1,585,0,8,114,12,0,2,116,427,128,1,0,Pandan Valley,"1,32","103,78",0
193274,246,0,246,783360,6111,42,32,160,0,67,0,10,0,3,0,0,3,73,128,1,0,Jurong?ndustrial,"1,34","103,75",1
193726,510,0,510,783360,47,25,32,184,0,41,0,5,18,1,0,1,25,130,128,1,0,Marina Bay,"1,28","103,85",1
194042,356,0,356,783360,89,24,32,93,0,47,0,4,3,0,0,1,14,55,128,1,0,Tanjong Pagar,"1,28","103,85",1
194066,392,0,392,783360,95,28,32,122,0,47,0,20,4,1,0,1,27,64,128,1,0,Mandai,"1,43","103,82",1
194685,107,0,107,783360,39,24,32,50,4,10,0,0,123,1,0,1,3,1,128,1,0,Woodlands,"1,44","103,79",1
197022,992,0,992,783360,56,36,32,301,0,51,0,7,0,0,0,1,14,385,128,1,0,Cairnhill,"1,31","103,84",1
197086,920,0,920,783360,75,48,32,295,0,61,0,6,0,2,0,1,14,387,128,1,0,Teck Ghee,"1,37","103,85",1
197724,560,0,560,783360,48,18,32,356,0,43,0,8,0,2,0,0,7,194,128,1,0,Woodlands,"1,44","103,79",1
198522,371,0,371,783360,36,28,32,151,0,54,0,4,0,1,0,0,1,108,128,1,0,Pioneer,"1,32","103,68",1
198523,371,0,371,783360,36,28,32,151,0,54,0,4,0,1,0,0,1,108,128,1,0,Chong Pang,"1,43","103,83",1
184267,1743,0,1743,783360,82,447,457,746,0,586,0,17,134,7,0,1,120,521,128,1,0,Somerset-Killiney,"1,35","103,82",0
185787,2794,0,2794,783360,2427,421,457,1919,0,427,0,17,151,13,2,2,345,1953,128,1,0,Marine Parade,"1,3","103,9",0
187711,3095,0,3095,783360,250,437,457,836,0,666,0,30,129,11,0,1,102,840,128,1,0,Cairnhill,"1,31","103,84",0
190522,2463,0,2463,783360,697,386,457,1482,0,546,0,17,130,12,0,1,134,651,128,1,0,Ayer Rajah,"1,27","103,85",0
4018,2820,0,2820,777240,222,525,457,556,0,693,0,15,87,9,0,1,106,628,127,1,0,Tuas Link,"1,32","103,66",0
108766,5595,3,5598,777240,6120,437,457,2768,2,480,0,32,257,11,15,2,707,3090,127,1,1,Toa Payoh,"1,33","103,86",0
125623,1707,0,1707,777240,3563,485,457,717,0,654,1,17,137,7,0,2,147,561,127,1,1,Bukit Batok,"1,36","103,76",0
183645,1707,0,1707,777240,3563,485,457,717,0,654,1,17,137,7,0,2,147,561,127,1,1,Jurong Spring,"1,35","103,72",0
185352,5595,3,5598,777240,6120,437,457,2768,2,480,0,32,257,11,15,2,707,3090,127,1,1,Jurong Island,"1,28","103,68",0
115752,0,0,0,0,0,546,457,305,0,687,0,20,0,12,0,0,0,0,1,1,0,Marsiling,"1,43","103,77",0
170055,0,0,0,0,0,502,457,1630,0,693,1,11,0,11,0,0,0,0,1,1,1,Tuas West,"1,33","103,63",0
179493,0,0,0,0,0,464,457,485,0,636,0,17,0,9,0,0,0,0,1,1,0,Radin Mas,"1,28","103,83",0
180988,0,0,0,0,0,464,457,485,0,636,0,17,0,9,0,0,0,0,1,1,0,Cairnhill,"1,31","103,84",0
181395,0,0,0,0,0,502,457,1630,0,693,1,11,0,11,0,0,0,0,1,1,1,Jurong Island,"1,28","103,68",0
184494,0,0,0,0,0,546,457,305,0,687,0,20,0,12,0,0,0,0,1,1,0,Tampines,"1,35","103,96",0
40954,1109,0,1109,783360,58,450,456,170,0,668,0,14,175,3,0,1,4,245,128,1,0,Dunearn,"1,32","103,83",0
192218,201,0,201,783360,27,34,31,113,0,59,0,2,0,0,0,0,1,28,128,1,0,Tuas,"1,29","103,63",1
193679,528,0,528,783360,45,27,31,168,0,35,0,3,6,0,0,1,53,146,128,1,0,Boon Keng,"1,32","103,86",1
194624,87,0,87,783360,20,15,31,33,2,12,0,1,0,1,0,1,1,6,128,1,0,Seletar,"1,41","103,87",1
196769,858,0,860,783360,59,20,31,255,0,29,0,9,0,2,0,1,34,312,128,1,0,Kallang Bahru,"1,32","103,87",1
196948,824,0,824,783360,72,16,31,247,0,30,0,13,0,1,0,2,21,455,128,1,0,Sungei Gedong,"1,42","103,69",1
198171,417,0,417,783360,60,32,31,93,0,41,0,7,0,0,0,1,2,167,128,1,0,Balestier Road,"1,32","103,85",1
113166,4625,9,4634,783360,251,467,456,2600,1,633,0,41,66,9,0,2,443,1449,128,1,1,Cairnhill,"1,31","103,84",0
119178,1538,0,1538,783360,393,402,456,595,0,721,0,39,136,15,0,2,155,483,128,1,0,Pasir Panjang,"1,28","103,79",0
123952,1900,0,1900,783360,99,467,456,758,0,577,0,23,123,12,0,2,181,597,128,1,0,Boon Lay,"1,34","103,71",0
183733,1900,0,1900,783360,99,467,456,758,0,577,0,23,123,12,0,2,181,597,128,1,0,Aljunied,"1,32","103,88",0
184168,1538,0,1538,783360,393,402,456,595,0,721,0,39,136,15,0,2,155,483,128,1,0,Fidelio Estate,"1,35","103,82",0
184748,4625,9,4634,783360,251,467,456,2600,1,633,0,41,66,9,0,2,443,1449,128,1,1,Cairnhill,"1,31","103,84",0
188146,1109,0,1109,783360,58,450,456,170,0,668,0,14,175,3,0,1,4,245,128,1,0,Somerset-Killiney,"1,35","103,82",0
39112,2934,0,2934,777240,1531,494,456,1062,0,624,3,41,303,20,25,3,269,1628,127,1,1,Murai,"1,39","103,69",0
39113,2934,0,2934,777240,1531,494,456,1062,0,624,3,41,303,20,25,3,269,1628,127,1,1,Sungei Road,"1,3","103,85",0
61213,1358,0,1358,777240,1132,501,456,351,0,661,0,15,251,12,0,2,29,334,127,1,0,Bugis-Kampong Glam,"1,35","103,82",0
64117,1254,0,1254,777240,120,474,456,310,0,772,0,11,98,6,0,2,63,246,127,1,0,Nanyang,"1,35","103,69",0
123668,1990,0,1990,777240,88,429,456,718,0,583,0,25,152,14,0,2,238,862,127,1,0,Ghim Moh,"1,31","103,79",0
135876,1903,0,1903,777240,233,525,456,637,0,853,1,56,87,6,0,1,144,638,127,1,1,Tuas,"1,29","103,63",0
183034,1903,0,1903,777240,233,525,456,637,0,853,1,56,87,6,0,1,144,638,127,1,1,Geylang East,"1,32","103,89",0
183864,1990,0,1990,777240,88,429,456,718,0,583,0,25,152,14,0,2,238,862,127,1,0,Bedok Town Park,"1,34","103,94",0
186961,1254,0,1254,777240,120,474,456,310,0,772,0,11,98,6,0,2,63,246,127,1,0,Tengah,"1,36","103,73",0
187196,1358,0,1358,777240,1132,501,456,351,0,661,0,15,251,12,0,2,29,334,127,1,0,Pulau Tekong,"1,41","104,04",0
188495,2934,0,2934,777240,1531,494,456,1062,0,624,3,41,303,20,25,3,269,1628,127,1,1,Geylang Serai,"1,32","103,9",0
188496,2934,0,2934,777240,1531,494,456,1062,0,624,3,41,303,20,25,3,269,1628,127,1,1,Bedok Reservoir,"1,34","103,92",0
115294,0,0,0,0,0,396,456,345,0,557,0,12,0,6,0,0,0,0,1,1,0,Bukit Brown,"1,33","103,83",0
162301,0,0,0,0,0,493,456,571,0,607,0,22,0,5,0,0,0,0,1,1,0,Mount Pleasant,"1,33","103,83",0
169881,0,0,0,0,0,424,456,1585,1,668,0,17,0,5,0,0,0,0,1,1,0,Frankel Estate,"1,32","103,92",0
174408,0,0,0,0,0,441,456,495,0,746,0,48,0,21,0,0,0,0,1,1,0,Novena,"1,32","103,84",0
174859,0,0,0,0,0,449,456,641,0,619,0,25,0,20,0,0,0,0,1,1,0,Simei,"1,34","103,95",0
192874,412,0,412,783360,105,34,30,328,0,51,0,7,0,1,0,0,5,108,128,1,0,Bukit Brown,"1,33","103,83",1
193851,311,0,311,783360,37,26,30,104,0,48,0,3,5,1,0,1,33,72,128,1,0,one-North,"1,3","103,79",1
193876,384,0,384,783360,228,37,30,118,0,51,0,3,16,0,0,1,19,81,128,1,0,Toa Payoh,"1,33","103,86",1
194759,99,0,99,783360,61,20,30,46,2,11,0,1,124,0,0,1,0,1,128,1,0,Cairnhill,"1,31","103,84",1
